TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;ANO_RENTAB;PR_RENTAB_ANO;PR_VARIACAO_INDICE_REFER_ANO;PR_PERFM_INDICE_REFER_ANO;RENTAB_ANO_OBS
CLASSES - FIF;44.371.977/0001-90;;CS EVOLUTION DI BR MAX PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REFERENCIADO - RESP LIMITADA;2025-04-30;2023;13.14;13.05;100.68;
CLASSES - FIF;44.371.977/0001-90;;CS EVOLUTION DI BR MAX PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REFERENCIADO - RESP LIMITADA;2025-04-30;2024;10.95;10.87;100.71;
CLASSES - FIF;44.371.977/0001-90;;CS EVOLUTION DI BR MAX PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REFERENCIADO - RESP LIMITADA;2025-04-30;2025;4.19;4.07;103.00;
FI;44.544.152/0001-20;;CONEXÃO VISTA HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;-5.30;6.56;-80.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.544.152/0001-20;;CONEXÃO VISTA HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;12.24;13.05;93.79;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.544.152/0001-20;;CONEXÃO VISTA HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;-3.17;10.87;-29.12;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.544.152/0001-20;;CONEXÃO VISTA HEDGE FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;18.47;4.07;453.51;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.703.520/0001-36;;BRAM CARTEIRA MULTIGESTORES GLOBAL FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2023;15.58;12.70;122.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.703.520/0001-36;;BRAM CARTEIRA MULTIGESTORES GLOBAL FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2024;30.71;10.87;282.45;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.703.520/0001-36;;BRAM CARTEIRA MULTIGESTORES GLOBAL FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2025;-0.17;4.07;-4.20;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.779/0001-00;;BRAM GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2022;6.61;6.61;99.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.779/0001-00;;BRAM GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2023;13.03;13.05;99.86;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.779/0001-00;;BRAM GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2024;13.54;10.87;124.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.779/0001-00;;BRAM GLOBAL FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-04-30;2025;-1.50;4.07;-36.91;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.904/0001-73;;BRAM MACRO CENTRALIZADORA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2022;5.98;6.61;90.38;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.904/0001-73;;BRAM MACRO CENTRALIZADORA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2023;12.15;13.05;93.16;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.904/0001-73;;BRAM MACRO CENTRALIZADORA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2024;7.19;10.87;66.14;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.904/0001-73;;BRAM MACRO CENTRALIZADORA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2025;3.87;4.07;95.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.993/0001-58;;BRADESCO EXPLORER HORIZON FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2022;1.90;13.65;-11.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.993/0001-58;;BRADESCO EXPLORER HORIZON FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2023;22.39;22.28;0.11;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.993/0001-58;;BRADESCO EXPLORER HORIZON FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2024;-17.43;-10.36;-7.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.704.993/0001-58;;BRADESCO EXPLORER HORIZON FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-04-30;2025;21.20;12.29;8.91;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.026/0001-00;;FEEDER SHARP LS 2X FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2022;6.05;-3.46;9.51;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.026/0001-00;;FEEDER SHARP LS 2X FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2023;13.88;21.27;-7.39;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.026/0001-00;;FEEDER SHARP LS 2X FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2024;5.06;-9.71;14.77;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.026/0001-00;;FEEDER SHARP LS 2X FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2025;5.15;11.78;-6.62;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.705.082/0001-45;;CONEXÃO LORD ABBETT HIGH INCOME BRL FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LIMITADA;2025-04-30;2022;0.39;5.21;7.48;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.705.082/0001-45;;CONEXÃO LORD ABBETT HIGH INCOME BRL FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LIMITADA;2025-04-30;2023;13.39;13.05;102.62;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.705.082/0001-45;;CONEXÃO LORD ABBETT HIGH INCOME BRL FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LIMITADA;2025-04-30;2024;9.40;10.87;86.46;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.705.082/0001-45;;CONEXÃO LORD ABBETT HIGH INCOME BRL FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LIMITADA;2025-04-30;2025;2.06;4.07;50.49;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.104/0001-77;;MERAKI EQUITY HEDGE ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;4.14;5.52;75.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.104/0001-77;;MERAKI EQUITY HEDGE ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;12.69;13.05;97.22;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.104/0001-77;;MERAKI EQUITY HEDGE ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;3.47;10.87;31.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.705.104/0001-77;;MERAKI EQUITY HEDGE ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;2.89;4.07;70.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.748.856/0001-15;;AMW GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES-BDR NÍVEL I;2025-04-30;2022;-0.82;-6.61;0.00;
FI;44.748.856/0001-15;;AMW GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES-BDR NÍVEL I;2025-04-30;2023;13.27;24.74;0.00;
FI;44.748.856/0001-15;;AMW GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES-BDR NÍVEL I;2025-04-30;2024;41.71;-9.47;0.00;
FI;44.748.856/0001-15;;AMW GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES-BDR NÍVEL I;2025-04-30;2025;-11.20;12.44;0.00;
FI;44.760.740/0001-00;;AMW GLOBAL MASTER  FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2022;-1.98;4.69;-6.67;
FI;44.760.740/0001-00;;AMW GLOBAL MASTER  FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2023;16.36;22.28;-5.92;
FI;44.760.740/0001-00;;AMW GLOBAL MASTER  FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2024;47.40;-10.36;57.76;
FI;44.760.740/0001-00;;AMW GLOBAL MASTER  FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2025;-11.68;12.29;-23.97;
FI;44.761.636/0001-21;;WARREN  MULTIGESTORES CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2022;10.23;9.05;113.04;
FI;44.761.636/0001-21;;WARREN  MULTIGESTORES CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2023;12.40;13.04;95.09;
FI;44.761.636/0001-21;;WARREN  MULTIGESTORES CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2024;12.31;10.88;113.14;
FI;44.761.636/0001-21;;WARREN  MULTIGESTORES CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2025;4.15;4.02;103.23;
FI;44.763.378/0001-12;;WARREN FO TÁTICO RV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;2022;-5.63;4.69;-10.31;
FI;44.763.378/0001-12;;WARREN FO TÁTICO RV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;2023;6.81;22.28;-15.47;
FI;44.763.378/0001-12;;WARREN FO TÁTICO RV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;2024;-4.26;-10.36;6.10;
FI;44.763.378/0001-12;;WARREN FO TÁTICO RV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2025-04-30;2025;0.29;12.29;-12.00;
FI;44.764.166/0001-50;;XVI CAPITAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2022;9.73;10.15;95.86;
FI;44.764.166/0001-50;;XVI CAPITAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2023;13.81;13.05;105.82;
FI;44.764.166/0001-50;;XVI CAPITAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2024;11.39;10.87;104.78;
FI;44.764.166/0001-50;;XVI CAPITAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2025-04-30;2025;4.22;4.07;103.69;
FI;44.900.630/0001-98;;GÁVEA MACRO P FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2022;11.36;9.57;118.70;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.900.630/0001-98;;GÁVEA MACRO P FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2023;10.88;13.05;83.35;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.900.630/0001-98;;GÁVEA MACRO P FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2024;7.62;10.87;70.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.900.630/0001-98;;GÁVEA MACRO P FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-04-30;2025;-0.42;4.07;-10.26;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.917.374/0001-41;;ICATU VANGUARDA LIQUIDEZ FIF- CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-04-30;2022;3.89;3.62;107.58;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.917.374/0001-41;;ICATU VANGUARDA LIQUIDEZ FIF- CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-04-30;2023;10.95;13.05;83.91;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.917.374/0001-41;;ICATU VANGUARDA LIQUIDEZ FIF- CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-04-30;2024;11.85;10.87;108.97;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;44.917.374/0001-41;;ICATU VANGUARDA LIQUIDEZ FIF- CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;2025-04-30;2025;4.52;4.07;110.99;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.933.162/0001-58;;STONEX ÁGATA CASH FIF - CI RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-04-30;2022;8.10;7.64;105.93;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;44.933.162/0001-58;;STONEX ÁGATA CASH FIF - CI RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-04-30;2023;13.31;13.05;101.98;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
